Label Number,Duration,Importance,Start Time,Date
0,60,2,8:00,22/08/2023
2,90,1,9:15,22/08/2023
4,75,3,10:30,22/08/2023
1,30,1,11:45,22/08/2023
6,45,0,13:00,22/08/2023
3,45,1,14:15,22/08/2023
5,90,2,15:30,22/08/2023
0,45,1,16:45,22/08/2023
2,75,1,18:00,22/08/2023
4,90,2,19:15,22/08/2023
1,30,1,20:30,22/08/2023
6,45,0,21:45,22/08/2023
3,45,1,23:00,22/08/2023
5,120,3,0:15,23/08/2023
0,60,2,8:30,23/08/2023
2,90,1,9:45,23/08/2023
4,75,3,11:00,23/08/2023
1,30,1,12:15,23/08/2023
6,45,0,13:30,23/08/2023
3,45,1,14:45,23/08/2023
5,90,2,16:00,23/08/2023
0,45,1,17:15,23/08/2023
2,75,1,18:30,23/08/2023
4,90,2,19:45,23/08/2023
1,30,1,21:00,23/08/2023
6,45,0,22:15,23/08/2023
3,45,1,23:30,23/08/2023
5,120,3,0:45,24/08/2023
0,60,2,8:00,24/08/2023
2,90,1,9:15,24/08/2023
4,75,3,10:30,24/08/2023
1,30,1,11:45,24/08/2023
6,45,0,13:00,24/08/2023
3,45,1,14:15,24/08/2023
5,90,2,15:30,24/08/2023
0,45,1,16:45,24/08/2023
2,75,1,18:00,24/08/2023
4,90,2,19:15,24/08/2023
1,30,1,20:30,24/08/2023
6,45,0,21:45,24/08/2023
3,45,1,23:00,24/08/2023
5,120,3,0:15,25/08/2023
0,60,2,8:30,25/08/2023
2,90,1,9:45,25/08/2023
4,75,3,11:00,25/08/2023
1,30,1,12:15,25/08/2023
6,45,0,13:30,25/08/2023
3,45,1,14:45,25/08/2023
5,90,2,16:00,25/08/2023
0,45,1,17:15,25/08/2023
2,75,1,18:30,25/08/2023
4,90,2,19:45,25/08/2023
1,30,1,21:00,25/08/2023
6,45,0,22:15,25/08/2023
3,45,1,23:30,25/08/2023
5,120,3,0:45,26/08/2023
0,60,2,8:00,26/08/2023
2,90,1,9:15,26/08/2023
4,75,3,10:30,26/08/2023
1,30,1,11:45,26/08/2023
6,45,0,13:00,26/08/2023
3,45,1,14:15,26/08/2023
5,90,2,15:30,26/08/2023
0,45,1,16:45,26/08/2023
2,75,1,18:00,26/08/2023
4,90,2,19:15,26/08/2023
1,30,1,20:30,26/08/2023
6,45,0,21:45,26/08/2023
2,90,1,8:30,27/08/2023
4,75,3,9:30,27/08/2023
1,30,1,10:45,27/08/2023
6,45,0,12:00,27/08/2023
3,45,1,13:15,27/08/2023
5,90,2,14:30,27/08/2023
0,45,1,15:45,27/08/2023
2,75,1,17:00,27/08/2023
4,90,2,18:15,27/08/2023
1,30,1,19:30,27/08/2023
6,45,0,20:45,27/08/2023
3,45,1,22:00,27/08/2023
5,120,3,23:15,27/08/2023
0,60,2,7:00,28/08/2023
2,90,1,8:15,28/08/2023
4,75,3,9:30,28/08/2023
1,30,1,10:45,28/08/2023
6,45,0,12:00,28/08/2023
3,45,1,13:15,28/08/2023
5,90,2,14:30,28/08/2023
0,45,1,15:45,28/08/2023
2,75,1,17:00,28/08/2023
4,90,2,18:15,28/08/2023
1,30,1,19:30,28/08/2023
6,45,0,20:45,28/08/2023
3,45,1,22:00,28/08/2023
5,120,3,23:15,28/08/2023
0,60,2,7:00,29/08/2023
2,90,1,8:15,29/08/2023
4,75,3,9:30,29/08/2023
1,30,1,10:45,29/08/2023
6,45,0,12:00,29/08/2023
3,45,1,13:15,29/08/2023
5,90,2,14:30,29/08/2023
0,45,1,15:45,29/08/2023
2,75,1,17:00,29/08/2023
4,90,2,18:15,29/08/2023
1,30,1,19:30,29/08/2023
6,45,0,20:45,29/08/2023
3,45,1,22:00,29/08/2023
5,120,3,23:15,29/08/2023
0,60,2,7:00,30/08/2023
2,90,1,8:15,30/08/2023
4,75,3,9:30,30/08/2023
1,30,1,10:45,30/08/2023
6,45,0,12:00,30/08/2023
3,45,1,13:15,30/08/2023
5,90,2,14:30,30/08/2023
0,45,1,15:45,30/08/2023
2,75,1,17:00,30/08/2023
4,90,2,18:15,30/08/2023
1,30,1,19:30,30/08/2023
6,45,0,20:45,30/08/2023
3,45,1,22:00,30/08/2023
5,120,3,23:15,30/08/2023
0,60,2,7:00,31/08/2023
2,90,1,8:15,31/08/2023
4,75,3,9:30,31/08/2023
1,30,1,10:45,31/08/2023
6,45,0,12:00,31/08/2023
3,45,1,13:15,31/08/2023
5,90,2,14:30,31/08/2023
0,45,1,15:45,31/08/2023
2,75,1,17:00,31/08/2023
4,90,2,18:15,31/08/2023
1,30,1,19:30,31/08/2023
6,45,0,20:45,31/08/2023
3,45,1,22:00,31/08/2023
5,120,3,23:15,31/08/2023
0,60,2,7:00,01/09/2023
2,90,1,8:15,01/09/2023
4,75,3,9:30,01/09/2023
1,30,1,10:45,01/09/2023
6,45,0,12:00,01/09/2023
3,45,1,13:15,01/09/2023
5,90,2,14:30,01/09/2023
0,45,1,15:45,01/09/2023
2,75,1,17:00,01/09/2023
4,90,2,18:15,01/09/2023
1,30,1,19:30,01/09/2023
6,45,0,20:45,01/09/2023
3,45,1,22:00,01/09/2023
5,120,3,23:15,01/09/2023
